store_name,year,month,product_category,gm
78,This year,10,"Food, Tobacco and Others",158066.14814814812
78,This year,10,Newspaper,363683.49629629625
78,This year,10,Sazka,4032.9629629629626
78,This year,10,PUDO,5600
78,This year,11,Fee collection,28048.148148148146
78,This year,11,"Food, Tobacco and Others",163706.3333333333
78,This year,11,Newspaper,329234.99259259255
78,This year,11,Sazka,6309.074074074074
78,This year,11,PUDO,5587.0370370370365
78,This year,12,Fee collection,29577.777777777777
78,This year,12,"Food, Tobacco and Others",212630.3407407407
78,This year,12,Newspaper,353377.837037037
78,This year,12,Sazka,7320.555555555555
78,This year,12,PUDO,4951.851851851851
79,Last year,1,Fee collection,4261.11111111111
79,Last year,1,"Food, Tobacco and Others",54456.125925925924
79,Last year,1,Newspaper,48429.52592592592
79,Last year,1,Sazka,127706.11111111111
79,Last year,1,PUDO,1387.037037037037
79,Last year,2,Fee collection,3340.7407407407404
79,Last year,2,"Food, Tobacco and Others",56969.32592592592
79,Last year,2,Newspaper,47115.02962962962
79,Last year,2,Sazka,114922.03703703704
79,Last year,2,PUDO,1361.111111111111
79,Last year,3,Fee collection,3557.4074074074074
79,Last year,3,"Food, Tobacco and Others",60675.26666666666
79,Last year,3,Newspaper,56455.41481481481
79,Last year,3,Sazka,109520.37037037036
79,Last year,3,PUDO,1205.5555555555554
79,Last year,4,Fee collection,3311.111111111111
79,Last year,4,"Food, Tobacco and Others",87969.2
79,Last year,4,Newspaper,101706.68148148149
79,Last year,4,Sazka,122018.51851851851
79,Last year,4,PUDO,1231.4814814814813
79,Last year,5,Fee collection,12935.185185185184
79,Last year,5,"Food, Tobacco and Others",65114.2074074074
79,Last year,5,Newspaper,67175.37037037036
79,Last year,5,Sazka,105237.4074074074
79,Last year,5,PUDO,4653.7037037037035
79,Last year,6,Fee collection,14520.370370370369
79,Last year,6,"Food, Tobacco and Others",72314.88888888889
79,Last year,6,Newspaper,41432.84444444444
79,Last year,6,Sazka,145382.96296296295
79,Last year,6,PUDO,1335.185185185185
79,Last year,7,Fee collection,14466.666666666666
79,Last year,7,"Food, Tobacco and Others",74471.16296296296
79,Last year,7,Newspaper,53896.318518518514
79,Last year,7,Sazka,117835.55555555555
79,Last year,7,PUDO,1062.9629629629628
79,Last year,8,Fee collection,15525.925925925925
79,Last year,8,"Food, Tobacco and Others",70976.39259259259
79,Last year,8,Newspaper,45933.74074074074
79,Last year,8,Sazka,110241.85185185184
79,Last year,8,PUDO,1348.148148148148
79,Last year,9,Fee collection,14346.296296296296
79,Last year,9,"Food, Tobacco and Others",77061.0962962963
79,Last year,9,Newspaper,55004.18518518519
79,Last year,9,Sazka,128743.14814814815
79,Last year,9,PUDO,1192.5925925925926
79,Last year,10,Fee collection,15627.777777777777
79,Last year,10,"Food, Tobacco and Others",91364.67407407406
79,Last year,10,Newspaper,96082.15555555557
79,Last year,10,Sazka,152119.25925925924
79,Last year,10,PUDO,1633.3333333333333
79,Last year,11,Fee collection,16351.85185185185
79,Last year,11,"Food, Tobacco and Others",81470.59259259258
79,Last year,11,Newspaper,79320.31851851851
79,Last year,11,Sazka,177646.85185185185
79,Last year,11,PUDO,2294.4444444444443
79,Last year,12,Fee collection,17822.407407407405
79,Last year,12,"Food, Tobacco and Others",106696.54814814814
79,Last year,12,Newspaper,71892.07407407407
79,Last year,12,Sazka,184860
79,Last year,12,PUDO,1283.3333333333333
79,This year,1,Fee collection,15222.037037037036
79,This year,1,"Food, Tobacco and Others",72763.15555555555
79,This year,1,Newspaper,50646.140740740746
79,This year,1,Sazka,145982.77777777778
79,This year,1,PUDO,1425.9259259259259
79,This year,2,Fee collection,13311.11111111111
79,This year,2,"Food, Tobacco and Others",69622.60740740741
79,This year,2,Newspaper,41639.21481481481
79,This year,2,Sazka,147993.5185185185
79,This year,2,PUDO,1542.5925925925924
79,This year,3,Fee collection,15602.777777777777
79,This year,3,"Food, Tobacco and Others",77320.5037037037
79,This year,3,Newspaper,53951.43703703704
79,This year,3,Sazka,174552.4074074074
79,This year,3,PUDO,1633.3333333333333
79,This year,4,Fee collection,14537.962962962962
79,This year,4,"Food, Tobacco and Others",81025.7037037037
79,This year,4,Newspaper,96783.08888888889
79,This year,4,Sazka,183650.92592592593
79,This year,4,PUDO,1451.8518518518517
79,This year,5,Fee collection,14556.48148148148
79,This year,5,"Food, Tobacco and Others",80499.04444444443
79,This year,5,Newspaper,59337.962962962956
79,This year,5,Sazka,143169.8148148148
79,This year,5,PUDO,1387.037037037037
79,This year,6,Fee collection,14516.666666666666
79,This year,6,"Food, Tobacco and Others",81580.3037037037
79,This year,6,Newspaper,40786.718518518515
79,This year,6,Sazka,112746.66666666666
79,This year,6,PUDO,1192.5925925925926
79,This year,7,Fee collection,14887.037037037036
79,This year,7,"Food, Tobacco and Others",86161.42222222222
79,This year,7,Newspaper,44884.93333333333
79,This year,7,Sazka,119528.51851851851
79,This year,7,PUDO,1218.5185185185185
79,This year,8,Fee collection,15372.22222222222
79,This year,8,"Food, Tobacco and Others",83803.35555555555
79,This year,8,Newspaper,43336.42962962962
79,This year,8,Sazka,138905
79,This year,8,PUDO,1140.7407407407406
79,This year,9,Fee collection,15449.074074074073
79,This year,9,"Food, Tobacco and Others",82783.6888888889
79,This year,9,Newspaper,49652.24444444444
79,This year,9,Sazka,150895.92592592593
79,This year,9,PUDO,1464.8148148148148
79,This year,10,Fee collection,16470.37037037037
79,This year,10,"Food, Tobacco and Others",89965.43703703703
79,This year,10,Newspaper,105399.15555555554
79,This year,10,Sazka,175271.2962962963
79,This year,10,PUDO,1672.2222222222222
79,This year,11,Fee collection,17933.333333333332
79,This year,11,"Food, Tobacco and Others",83054.74814814815
79,This year,11,Newspaper,74385.73333333332
79,This year,11,Sazka,171268.5185185185
79,This year,11,PUDO,1594.4444444444443
79,This year,12,Fee collection,18138.888888888887
79,This year,12,"Food, Tobacco and Others",113476.04444444444
79,This year,12,Newspaper,62505.851851851854
79,This year,12,Sazka,219660.55555555553
79,This year,12,PUDO,959.2592592592592
80,Last year,1,Fee collection,18900
80,Last year,1,"Food, Tobacco and Others",29562.029629629626
80,Last year,1,Newspaper,63145.288888888885
80,Last year,1,Sazka,897.7777777777777
80,Last year,1,PUDO,4096.296296296296
80,Last year,2,Fee collection,16638.888888888887
80,Last year,2,"Food, Tobacco and Others",28620.185185185182
80,Last year,2,Newspaper,65571.59259259258
80,Last year,2,Sazka,1196.8518518518517
80,Last year,2,PUDO,3953.7037037037035
80,Last year,3,Fee collection,16272.22222222222
80,Last year,3,"Food, Tobacco and Others",36850.56296296296
80,Last year,3,Newspaper,72880.42222222222
80,Last year,3,Sazka,1210.3703703703702
80,Last year,3,PUDO,4874.074074074074
80,Last year,4,Fee collection,12683.333333333332
80,Last year,4,"Food, Tobacco and Others",39680.06666666666
80,Last year,4,Newspaper,71481.6148148148
80,Last year,4,Sazka,2225.7407407407404
80,Last year,4,PUDO,4511.11111111111
80,Last year,5,Fee collection,16483.333333333332
80,Last year,5,"Food, Tobacco and Others",39486.94074074074
80,Last year,5,Newspaper,68148.68148148147
80,Last year,5,Sazka,1812.2222222222222
80,Last year,5,PUDO,712.9629629629629
80,Last year,6,Fee collection,17829.629629629628
80,Last year,6,"Food, Tobacco and Others",39998.26666666667
80,Last year,6,Newspaper,69800.47407407407
80,Last year,6,Sazka,1922.5925925925924
80,Last year,6,PUDO,4031.4814814814813
80,Last year,7,Fee collection,16733.333333333332
80,Last year,7,"Food, Tobacco and Others",36301.38518518519
80,Last year,7,Newspaper,73109.03703703704
80,Last year,7,Sazka,1800.9259259259259
80,Last year,7,PUDO,4511.11111111111
80,Last year,8,Fee collection,18103.7037037037
80,Last year,8,"Food, Tobacco and Others",42465.32592592593
80,Last year,8,Newspaper,73796.6962962963
80,Last year,8,Sazka,2465.7407407407404
80,Last year,8,PUDO,4329.62962962963
80,Last year,9,Fee collection,18277.777777777777
80,Last year,9,"Food, Tobacco and Others",46137.29629629629
80,Last year,9,Newspaper,78685.34074074074
80,Last year,9,Sazka,2662.037037037037
80,Last year,9,PUDO,5133.333333333333
80,Last year,10,Fee collection,21153.7037037037
80,Last year,10,"Food, Tobacco and Others",42539.066666666666
80,Last year,10,Newspaper,84203.1037037037
80,Last year,10,Sazka,2451.8518518518517
80,Last year,10,PUDO,5431.481481481481
80,Last year,11,Fee collection,24307.407407407405
80,Last year,11,"Food, Tobacco and Others",39636.340740740736
80,Last year,11,Newspaper,79435.06666666667
80,Last year,11,Sazka,3114.4444444444443
80,Last year,11,PUDO,3875.9259259259256
80,Last year,12,Fee collection,26142.407407407405
80,Last year,12,"Food, Tobacco and Others",39611.22222222222
80,Last year,12,Newspaper,85847.58518518518
80,Last year,12,Sazka,4055.7407407407404
80,Last year,12,PUDO,4187.0370370370365
80,This year,1,Fee collection,29748.333333333332
80,This year,1,"Food, Tobacco and Others",37413.42222222222
80,This year,1,Newspaper,76713.57037037038
80,This year,1,Sazka,2549.074074074074
80,This year,1,PUDO,3642.592592592592
80,This year,2,Fee collection,25435.185185185182
80,This year,2,"Food, Tobacco and Others",36383.89629629629
80,This year,2,Newspaper,71982.03703703704
80,This year,2,Sazka,2699.814814814815
80,This year,2,PUDO,4070.37037037037
80,This year,3,Fee collection,24446.296296296296
80,This year,3,"Food, Tobacco and Others",43064.474074074074
80,This year,3,Newspaper,77356.27407407407
80,This year,3,Sazka,3834.9999999999995
80,This year,3,PUDO,4705.555555555556
80,This year,4,Fee collection,22083.333333333332
80,This year,4,"Food, Tobacco and Others",36181.985185185185
80,This year,4,Newspaper,72822.65925925926
80,This year,4,Sazka,3147.222222222222
80,This year,4,PUDO,4018.5185185185182
80,This year,5,Fee collection,21757.407407407405
80,This year,5,"Food, Tobacco and Others",43908.33333333333
80,This year,5,Newspaper,74764.04444444444
80,This year,5,Sazka,3192.9629629629626
80,This year,5,PUDO,4433.333333333333
80,This year,6,Fee collection,20982.407407407405
80,This year,6,"Food, Tobacco and Others",41167.881481481476
80,This year,6,Newspaper,67866.76296296297
80,This year,6,Sazka,3126.4814814814813
80,This year,6,PUDO,3616.6666666666665
80,This year,7,Fee collection,20726.85185185185
80,This year,7,"Food, Tobacco and Others",39882.00740740741
80,This year,7,Newspaper,70054.9111111111
80,This year,7,Sazka,3768.7037037037035
80,This year,7,PUDO,3655.555555555555
80,This year,8,Fee collection,22474.074074074073
80,This year,8,"Food, Tobacco and Others",41516.340740740736
80,This year,8,Newspaper,70422.69629629629
80,This year,8,Sazka,2472.222222222222
80,This year,8,PUDO,3642.592592592592
80,This year,9,Fee collection,23325
80,This year,9,"Food, Tobacco and Others",42140.41481481481
80,This year,9,Newspaper,74714.88888888888
80,This year,9,Sazka,3165
80,This year,9,PUDO,4524.074074074074
80,This year,10,Fee collection,26002.777777777777
80,This year,10,"Food, Tobacco and Others",39471.57777777778
80,This year,10,Newspaper,77043.4
80,This year,10,Sazka,3261.4814814814813
80,This year,10,PUDO,5224.074074074074
80,This year,11,Fee collection,27868.51851851852
80,This year,11,"Food, Tobacco and Others",40123.29629629629
80,This year,11,Newspaper,76987.91851851852
80,This year,11,Sazka,4390.925925925925
80,This year,11,PUDO,6222.222222222222
80,This year,12,Fee collection,28443.51851851852
80,This year,12,"Food, Tobacco and Others",50814.26666666667
80,This year,12,Newspaper,81871.06666666667
80,This year,12,Sazka,5303.333333333333
80,This year,12,PUDO,4316.666666666666
81,Last year,1,Fee collection,13677.777777777777
81,Last year,1,"Food, Tobacco and Others",12205.348148148149
81,Last year,1,Newspaper,27953.696296296293
81,Last year,1,Sazka,558.8888888888888
81,Last year,1,PUDO,2903.7037037037035
81,Last year,2,Fee collection,14105.555555555555
81,Last year,2,"Food, Tobacco and Others",14052.637037037037
81,Last year,2,Newspaper,27375.185185185182
81,Last year,2,Sazka,1061.111111111111
81,Last year,2,PUDO,2800
81,Last year,3,Fee collection,11159.25925925926
81,Last year,3,"Food, Tobacco and Others",17773.940740740738
81,Last year,3,Newspaper,31856.066666666666
81,Last year,3,Sazka,655
81,Last year,3,PUDO,3733.333333333333
81,Last year,4,Fee collection,11737.037037037036
81,Last year,4,"Food, Tobacco and Others",15018.377777777776
81,Last year,4,Newspaper,26576.562962962962
81,Last year,4,Sazka,703.7037037037037
81,Last year,4,PUDO,2994.444444444445
81,Last year,5,Fee collection,13316.666666666666
81,Last year,5,"Food, Tobacco and Others",18799.94814814815
81,Last year,5,Newspaper,26936.41481481481
81,Last year,5,Sazka,725.5555555555555
81,Last year,5,PUDO,2372.222222222222
81,Last year,6,Fee collection,13727.777777777777
81,Last year,6,"Food, Tobacco and Others",16194.496296296295
81,Last year,6,Newspaper,28227.837037037036
81,Last year,6,Sazka,464.4444444444444
81,Last year,6,PUDO,2475.9259259259256
81,Last year,7,Fee collection,15372.22222222222
81,Last year,7,"Food, Tobacco and Others",20505.48148148148
81,Last year,7,Newspaper,32825.12592592593
81,Last year,7,Sazka,584.6296296296296
81,Last year,7,PUDO,2825.9259259259256
81,Last year,8,Fee collection,16327.777777777777
81,Last year,8,"Food, Tobacco and Others",16995.948148148145
81,Last year,8,Newspaper,30552.925925925927
81,Last year,8,Sazka,551.6666666666666
81,Last year,8,PUDO,2424.074074074074
81,Last year,9,Fee collection,15377.777777777777
81,Last year,9,"Food, Tobacco and Others",19030.94074074074
81,Last year,9,Newspaper,25700.059259259255
81,Last year,9,Sazka,404.4444444444444
81,Last year,9,PUDO,2385.185185185185
81,Last year,10,Fee collection,19050
81,Last year,10,"Food, Tobacco and Others",18965.637037037035
81,Last year,10,Newspaper,32681.911111111105
81,Last year,10,Sazka,874.8148148148148
81,Last year,10,PUDO,2709.259259259259
81,Last year,11,Fee collection,18120.37037037037
81,Last year,11,"Food, Tobacco and Others",15519.16296296296
81,Last year,11,Newspaper,30313.111111111106
81,Last year,11,Sazka,766.4814814814814
81,Last year,11,PUDO,3577.7777777777774
81,Last year,12,Fee collection,22346.85185185185
81,Last year,12,"Food, Tobacco and Others",19025.44444444444
81,Last year,12,Newspaper,43535.592592592584
81,Last year,12,Sazka,1473.8888888888887
81,Last year,12,PUDO,6222.222222222222
81,This year,1,Fee collection,20892.037037037036
81,This year,1,"Food, Tobacco and Others",13157.17037037037
81,This year,1,Newspaper,30160.71851851852
81,This year,1,Sazka,483.7037037037037
81,This year,1,PUDO,2890.7407407407404
81,This year,2,Fee collection,17937.037037037036
81,This year,2,"Food, Tobacco and Others",11976.074074074073
81,This year,2,Newspaper,27253.903703703698
81,This year,2,Sazka,951.2962962962962
81,This year,2,PUDO,2670.37037037037
81,This year,3,Fee collection,19803.7037037037
81,This year,3,"Food, Tobacco and Others",16124.85185185185
81,This year,3,Newspaper,28001.244444444445
81,This year,3,Sazka,883.8888888888888
81,This year,3,PUDO,2087.037037037037
81,This year,4,Fee collection,18982.407407407405
81,This year,4,"Food, Tobacco and Others",16310.385185185185
81,This year,4,Newspaper,30904.533333333333
81,This year,4,Sazka,825.5555555555555
81,This year,4,PUDO,2631.4814814814813
81,This year,5,Fee collection,16682.407407407405
81,This year,5,"Food, Tobacco and Others",16151.214814814814
81,This year,5,Newspaper,29212.866666666665
81,This year,5,Sazka,803.3333333333333
81,This year,5,PUDO,2890.7407407407404
81,This year,6,Fee collection,16784.25925925926
81,This year,6,"Food, Tobacco and Others",15092.614814814813
81,This year,6,Newspaper,27451.04444444444
81,This year,6,Sazka,1028.148148148148
81,This year,6,PUDO,3085.1851851851848
81,This year,7,Fee collection,17276.85185185185
81,This year,7,"Food, Tobacco and Others",19060.096296296295
81,This year,7,Newspaper,28205.33333333333
81,This year,7,Sazka,1188.3333333333333
81,This year,7,PUDO,2916.6666666666665
81,This year,8,Fee collection,17310.185185185182
81,This year,8,"Food, Tobacco and Others",18435.503703703704
81,This year,8,Newspaper,29532.22222222222
81,This year,8,Sazka,1745.5555555555554
81,This year,8,PUDO,2527.777777777778
81,This year,9,Fee collection,18284.25925925926
81,This year,9,"Food, Tobacco and Others",16449.437037037034
81,This year,9,Newspaper,26892.081481481477
81,This year,9,Sazka,1352.5925925925926
81,This year,9,PUDO,2942.5925925925926
81,This year,10,Fee collection,19959.25925925926
81,This year,10,"Food, Tobacco and Others",14217.496296296295
81,This year,10,Newspaper,29230.28888888889
81,This year,10,Sazka,1723.8888888888887
81,This year,10,PUDO,2916.6666666666665
81,This year,11,Fee collection,20210.185185185182
81,This year,11,"Food, Tobacco and Others",16096.79259259259
81,This year,11,Newspaper,32977.051851851844
81,This year,11,Sazka,2162.777777777778
81,This year,11,PUDO,4718.518518518518
81,This year,12,Fee collection,25743.51851851852
81,This year,12,"Food, Tobacco and Others",22834.814814814814
81,This year,12,Newspaper,41530.74074074074
81,This year,12,Sazka,2787.222222222222
81,This year,12,PUDO,6831.481481481481
82,Last year,1,Fee collection,16425.925925925923
82,Last year,1,"Food, Tobacco and Others",59570.34074074073
82,Last year,1,Newspaper,152810.67407407408
82,Last year,1,Sazka,123742.22222222222
82,Last year,1,PUDO,4938.888888888889
82,Last year,2,Fee collection,15607.407407407407
82,Last year,2,"Food, Tobacco and Others",60778.02962962962
82,Last year,2,Newspaper,151853.59259259258
82,Last year,2,Sazka,119271.85185185184
82,Last year,2,PUDO,7246.296296296296
82,Last year,3,Fee collection,23900
82,Last year,3,"Food, Tobacco and Others",71565.63703703703
82,Last year,3,Newspaper,171434.04444444441
82,Last year,3,Sazka,112866.11111111111
82,Last year,3,PUDO,6662.962962962963
82,Last year,4,Fee collection,31516.666666666664
82,Last year,4,"Food, Tobacco and Others",72949.28888888888
82,Last year,4,Newspaper,195835.62962962964
82,Last year,4,Sazka,116535.92592592591
82,Last year,4,PUDO,803.7037037037037
82,Last year,5,Fee collection,39374.07407407407
82,Last year,5,"Food, Tobacco and Others",62991.95555555555
82,Last year,5,Newspaper,157425.0222222222
82,Last year,5,Sazka,111035.18518518518
82,Last year,5,PUDO,2216.6666666666665
82,Last year,6,Fee collection,37218.51851851852
82,Last year,6,"Food, Tobacco and Others",71664.65185185184
82,Last year,6,Newspaper,143681.48148148146
82,Last year,6,Sazka,120042.4074074074
82,Last year,6,PUDO,155.55555555555554
82,Last year,7,Fee collection,39538.88888888888
82,Last year,7,"Food, Tobacco and Others",67778.06666666667
82,Last year,7,Newspaper,162833.74074074073
82,Last year,7,Sazka,120402.03703703702
82,Last year,7,PUDO,77.77777777777777
82,Last year,8,Fee collection,42487.03703703704
82,Last year,8,"Food, Tobacco and Others",71930.12592592592
82,Last year,8,Newspaper,152808.1851851852
82,Last year,8,Sazka,120829.44444444444
82,Last year,8,PUDO,25.925925925925924
82,Last year,9,Fee collection,37394.444444444445
82,Last year,9,"Food, Tobacco and Others",76460.08148148148
82,Last year,9,Newspaper,174306.63703703703
82,Last year,9,Sazka,140026.66666666666
82,Last year,9,PUDO,103.7037037037037
82,Last year,10,Fee collection,42203.7037037037
82,Last year,10,"Food, Tobacco and Others",74880.18518518518
82,Last year,10,Newspaper,227253.85925925925
82,Last year,10,Sazka,155825.74074074073
82,Last year,10,PUDO,103.7037037037037
82,Last year,11,Fee collection,44346.29629629629
82,Last year,11,"Food, Tobacco and Others",66901.79259259258
82,Last year,11,Newspaper,211289.24444444443
82,Last year,11,Sazka,164119.07407407407
82,Last year,11,PUDO,194.44444444444443
82,Last year,12,Fee collection,46887.4074074074
82,Last year,12,"Food, Tobacco and Others",77550.76296296295
82,Last year,12,Newspaper,202108.30370370366
82,Last year,12,Sazka,183069.44444444444
82,Last year,12,PUDO,337.037037037037
82,This year,1,Fee collection,48179.259259259255
82,This year,1,"Food, Tobacco and Others",63483.75555555556
82,This year,1,Newspaper,146052.87407407406
82,This year,1,Sazka,146040
82,This year,1,PUDO,129.62962962962962
82,This year,2,Fee collection,41011.11111111111
82,This year,2,"Food, Tobacco and Others",59419.98518518518
82,This year,2,Newspaper,150844.76296296297
82,This year,2,Sazka,145447.22222222222
82,This year,2,PUDO,181.48148148148147
82,This year,3,Fee collection,44233.33333333333
82,This year,3,"Food, Tobacco and Others",65175.0148148148
82,This year,3,Newspaper,178039.9185185185
82,This year,3,Sazka,168951.66666666666
82,This year,3,PUDO,64.81481481481481
82,This year,4,Fee collection,42887.96296296296
82,This year,4,"Food, Tobacco and Others",66293.91111111111
82,This year,4,Newspaper,218006.5481481481
82,This year,4,Sazka,151683.3333333333
82,This year,4,PUDO,64.81481481481481
82,This year,5,Fee collection,44028.7037037037
82,This year,5,"Food, Tobacco and Others",72079.45925925925
82,This year,5,Newspaper,167622.57037037035
82,This year,5,Sazka,160644.25925925924
82,This year,5,PUDO,25.925925925925924
82,This year,6,Fee collection,42394.444444444445
82,This year,6,"Food, Tobacco and Others",70109.45925925925
82,This year,6,Newspaper,153928.49629629627
82,This year,6,Sazka,121358.88888888888
82,This year,6,PUDO,51.85185185185185
82,This year,7,Fee collection,41012.96296296296
82,This year,7,"Food, Tobacco and Others",70695.34814814814
82,This year,7,Newspaper,158400.14814814815
82,This year,7,Sazka,130861.29629629629
82,This year,7,PUDO,103.7037037037037
82,This year,8,Fee collection,44005.555555555555
82,This year,8,"Food, Tobacco and Others",75658.1185185185
82,This year,8,Newspaper,160334.0148148148
82,This year,8,Sazka,145844.44444444444
82,This year,8,PUDO,233.33333333333331
82,This year,9,Fee collection,43903.7037037037
82,This year,9,"Food, Tobacco and Others",72148.06666666667
82,This year,9,Newspaper,171896.66666666666
82,This year,9,Sazka,150128.5185185185
82,This year,9,PUDO,233.33333333333331
82,This year,10,Fee collection,47182.4074074074
82,This year,10,"Food, Tobacco and Others",71163.41481481481
82,This year,10,Newspaper,235481.76296296294
82,This year,10,Sazka,146073.7037037037
82,This year,11,Fee collection,47830.555555555555
82,This year,11,"Food, Tobacco and Others",69165.4
82,This year,11,Newspaper,195451.19999999998
82,This year,11,Sazka,165494.25925925924
82,This year,11,PUDO,12.962962962962962
82,This year,12,Fee collection,53178.7037037037
82,This year,12,"Food, Tobacco and Others",91779.76296296295
82,This year,12,Newspaper,197243.6148148148
82,This year,12,Sazka,198432.22222222222
83,Last year,1,Fee collection,11866.666666666666
83,Last year,1,"Food, Tobacco and Others",16493.237037037034
83,Last year,1,Newspaper,51230.40740740741
83,Last year,1,Sazka,1279.2592592592591
83,Last year,1,PUDO,2437.037037037037
83,Last year,2,Fee collection,11538.888888888889
83,Last year,2,"Food, Tobacco and Others",19577.429629629627
83,Last year,2,Newspaper,57531.23703703703
83,Last year,2,Sazka,1273.3333333333333
83,Last year,2,PUDO,2281.4814814814813
83,Last year,3,Fee collection,11588.888888888889
83,Last year,3,"Food, Tobacco and Others",21207.333333333332
83,Last year,3,Newspaper,59067.65925925925
83,Last year,3,Sazka,1280.7407407407406
83,Last year,3,PUDO,1918.5185185185185
83,Last year,4,Fee collection,11422.22222222222
83,Last year,4,"Food, Tobacco and Others",24915.140740740742
83,Last year,4,Newspaper,59574.92592592593
83,Last year,4,Sazka,919.9999999999999
83,Last year,4,PUDO,2450
83,Last year,5,Fee collection,15798.148148148148
83,Last year,5,"Food, Tobacco and Others",23032.385185185183
83,Last year,5,Newspaper,57498.93333333333
83,Last year,5,Sazka,1333.888888888889
83,Last year,5,PUDO,1309.2592592592591
83,Last year,6,Fee collection,16592.59259259259
83,Last year,6,"Food, Tobacco and Others",29185.837037037032
83,Last year,6,Newspaper,50135.711111111115
83,Last year,6,Sazka,1236.2962962962963
83,Last year,6,PUDO,2255.555555555555
83,Last year,7,Fee collection,17246.296296296296
83,Last year,7,"Food, Tobacco and Others",24792.874074074076
83,Last year,7,Newspaper,60958.8
83,Last year,7,Sazka,952.037037037037
83,Last year,7,PUDO,1840.7407407407406
83,Last year,8,Fee collection,17744.44444444444
83,Last year,8,"Food, Tobacco and Others",18973.103703703706
83,Last year,8,Newspaper,54239.99259259259
83,Last year,8,Sazka,885.3703703703703
83,Last year,8,PUDO,1879.6296296296296
83,Last year,9,Fee collection,15457.407407407407
83,Last year,9,"Food, Tobacco and Others",25237.355555555554
83,Last year,9,Newspaper,62629.259259259255
83,Last year,9,Sazka,850.5555555555555
83,Last year,9,PUDO,2087.037037037037
83,Last year,10,Fee collection,16775.925925925923
83,Last year,10,"Food, Tobacco and Others",23487.8
83,Last year,10,Newspaper,62932.69629629629
83,Last year,10,Sazka,915.5555555555555
83,Last year,10,PUDO,2346.296296296296
83,Last year,11,Fee collection,16670.37037037037
83,Last year,11,"Food, Tobacco and Others",23564.98518518518
83,Last year,11,Newspaper,62821.83703703703
83,Last year,11,Sazka,1099.074074074074
83,Last year,11,PUDO,2864.814814814815
83,Last year,12,Fee collection,18192.407407407405
83,Last year,12,"Food, Tobacco and Others",32576.355555555554
83,Last year,12,Newspaper,76761.06666666667
83,Last year,12,Sazka,1720.185185185185
83,Last year,12,PUDO,5962.9629629629635
83,This year,1,Fee collection,18074.25925925926
83,This year,1,"Food, Tobacco and Others",19191.65185185185
83,This year,1,Newspaper,63995.71111111111
83,This year,1,Sazka,1227.7777777777776
83,This year,1,PUDO,3098.148148148148
83,This year,2,Fee collection,16183.333333333332
83,This year,2,"Food, Tobacco and Others",23629.93333333333
83,This year,2,Newspaper,67212.91111111111
83,This year,2,Sazka,1225.9259259259259
83,This year,2,PUDO,2488.8888888888887
83,This year,3,Fee collection,17175.925925925923
83,This year,3,"Food, Tobacco and Others",26103.148148148146
83,This year,3,Newspaper,72670.57777777777
83,This year,3,Sazka,1832.7777777777776
83,This year,3,PUDO,2514.814814814815
83,This year,4,Fee collection,18274.074074074073
83,This year,4,"Food, Tobacco and Others",21937.68148148148
83,This year,4,Newspaper,64209.185185185175
83,This year,4,Sazka,970.1851851851851
83,This year,4,PUDO,2087.037037037037
83,This year,5,Fee collection,16225.925925925925
83,This year,5,"Food, Tobacco and Others",22866.16296296296
83,This year,5,Newspaper,65057.94814814815
83,This year,5,Sazka,828.8888888888888
83,This year,5,PUDO,2385.185185185185
83,This year,6,Fee collection,16785.185185185182
83,This year,6,"Food, Tobacco and Others",24517.155555555557
83,This year,6,Newspaper,66042.5111111111
83,This year,6,Sazka,837.5925925925925
83,This year,6,PUDO,2787.037037037037
83,This year,7,Fee collection,16013.888888888889
83,This year,7,"Food, Tobacco and Others",24683.170370370368
83,This year,7,Newspaper,63872.66666666666
83,This year,7,Sazka,1022.9629629629629
83,This year,7,PUDO,2540.7407407407404
83,This year,8,Fee collection,17817.59259259259
83,This year,8,"Food, Tobacco and Others",24700.259259259255
83,This year,8,Newspaper,62007.34814814814
83,This year,8,Sazka,1651.111111111111
83,This year,8,PUDO,2437.037037037037
83,This year,9,Fee collection,16643.51851851852
83,This year,9,"Food, Tobacco and Others",21393.325925925925
83,This year,9,Newspaper,63209.48148148148
83,This year,9,Sazka,1781.111111111111
83,This year,9,PUDO,2735.185185185185
83,This year,10,Fee collection,19114.814814814814
83,This year,10,"Food, Tobacco and Others",17921.6
83,This year,10,Newspaper,71468.49629629629
83,This year,10,Sazka,1245.7407407407406
83,This year,10,PUDO,2761.111111111111
83,This year,11,Fee collection,19604.629629629628
83,This year,11,"Food, Tobacco and Others",23433.118518518517
83,This year,11,Newspaper,76799.43703703703
83,This year,11,Sazka,1777.9629629629628
83,This year,11,PUDO,4355.555555555556
83,This year,12,Fee collection,21714.814814814814
83,This year,12,"Food, Tobacco and Others",34611.13333333333
83,This year,12,Newspaper,80829.77777777777
83,This year,12,Sazka,1655.9259259259259
83,This year,12,PUDO,3487.037037037037
84,Last year,1,Fee collection,14518.518518518518
84,Last year,1,"Food, Tobacco and Others",19618.59259259259
84,Last year,1,Newspaper,59244.266666666656
84,Last year,1,Sazka,138.7037037037037
84,Last year,1,PUDO,2657.4074074074074
84,Last year,2,Fee collection,14898.148148148148
84,Last year,2,"Food, Tobacco and Others",15105.666666666666
84,Last year,2,Newspaper,53759.53333333334
84,Last year,2,Sazka,58.7037037037037
